🎡hd0808源1025,#genre#
虎牙影院 【虎牙影院】沈腾经典片放映,http://txtest-xp2p.p2p.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.xs
陈翔六点半 陈翔六点半·更新到301集了,http://txtest-xp2p.p2p.huya.com/src/1352054947-1352054947-5807031779760013312-2704233350-10057-A-0-1-imgplus.xs
Ehime爱媛果冻橙  吴京 成龙 甄子丹 李连杰经典动作片,http://txtest-xp2p.p2p.huya.com/src/1199580482992-1199580482992-5517346805559328768-2399161089440-10057-A-0-1.xs
阿斗归来了 神秘诅咒背后隐藏的秘密,http://txtest-xp2p.p2p.huya.com/src/94525224-2583571962-11096357083652554752-3503038830-10057-A-0-1-imgplus.xs
鯎爺 滚滚长江东逝水,http://txtest-xp2p.p2p.huya.com/src/1423787831-1423787831-6115122170587774976-2847699118-10057-A-0-1-imgplus.xs
斌哥漫说 【死神】护廷十三队出现危机！所有队长全被掉包！34,http://txtest-xp2p.p2p.huya.com/src/1199516152253-1199516152253-5241048385426817024-2399032427962-10057-A-0-1.xs
野原新之助- 蜡笔小新·逗比少年欢乐多,http://txtest-xp2p.p2p.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1-imgplus.xs
教父三部曲的影迷 老白刷肉坊 菊花点穴手,http://txtest-xp2p.p2p.huya.com/src/1099531752781-1099531752781-86436238306836480-2199063629018-10057-A-0-1.xs
小木子先生丶 纪晓岚-岚宝珅宝的爱恨情仇,http://txtest-xp2p.p2p.huya.com/src/1394565204-1394565204-5989611943319568384-2789253864-10057-A-0-1-imgplus.xs
胖虎噜噜噜 最后的假日,http://txtest-xp2p.p2p.huya.com/src/1199527202658-1199527202658-5288509513509371904-2399054528772-10057-A-0-1.xs
瞬间爆炸 身世神秘的范闲书写人生传奇,http://txtest-xp2p.p2p.huya.com/src/1423787860-1423787860-6115122295141826560-2847699176-10057-A-0-1.xs
大象放映室 豆瓣8.4，你年少时暗恋的那个TA，现在过得怎么样？,http://txtest-xp2p.p2p.huya.com/src/1199531762115-1199531762115-5308092232211890176-2399063647686-10057-A-0-1.xs
DD-木子 夏洛特烦恼，沈腾，邓超，搞笑电影,http://txtest-xp2p.p2p.huya.com/src/1199602586545-1199602586545-5612280842819731456-2399205296546-10057-A-0-1.xs
DD-小秋 唐人街探案：你王姐归来吗？搞笑,http://txtest-xp2p.p2p.huya.com/src/1199512561102-1199512561102-5225624509326819328-2399025245660-10057-A-0-1.xs
大梦电影 《信号100》想知道一百种信号是干嘛的吗，准备好啦,http://txtest-xp2p.p2p.huya.com/src/1199573065336-1199573065336-5485488215626350592-2399146254128-10057-A-0-1.xs
扁豆看电影 太敢拍了！国产神片，看一部少一部《背靠背，脸对脸》,http://txtest-xp2p.p2p.huya.com/src/94525224-2703099090-11609722189397360640-4587890396-10057-A-0-1.xs
Mz玲珑丶819 万万没想到，勇敢牛牛，不怕困难,http://txtest-xp2p.p2p.huya.com/src/1199523155564-1199523155564-5271127377135534080-2399046434584-10057-A-0-1.xs
痞子帅叔叔 【超级交通站】抗ri情景喜剧,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2789274572-10057-A-0-1.xs
DD-柠檬 僵尸  鬼片经典,http://txtest-xp2p.p2p.huya.com/src/1199582504831-1199582504831-5526030537942106112-2399165133118-10057-A-0-1.xs
狗哥吃火锅 【火影重置版04】力量暴增！佐助获得咒印力量！动画——中忍考试篇02,http://txtest-xp2p.p2p.huya.com/src/1199512574006-1199512574006-5225679931584806912-2399025271468-10057-A-0-1.xs
就是大咪呀 一名资深狙击枪最快是2.5秒，我2.3秒,http://txtest-xp2p.p2p.huya.com/src/1199589421138-1199589421138-5555735850316201984-2399178965732-10057-A-0-1.xs
-懒猪 少年包青天美黑之旅	,http://txtest-xp2p.p2p.huya.com/src/1394565200-1394565200-5989611926139699200-2789253856-10057-A-0-1-imgplus.xs
枫哥视 飞出个未来,http://txtest-xp2p.p2p.huya.com/src/1199579767212-1199579767212-5514272553868197888-2399159657880-10057-A-0-1.xs
我是詹密 雍正皇帝的风云一生,http://txtest-xp2p.p2p.huya.com/src/1448738195-1448738195-6222283167991070720-2789274594-10057-A-0-1.xs
利世-余小二 【龙珠超动画】召开力之大会32,http://txtest-xp2p.p2p.huya.com/src/146501201-146501201-629217867119722496-293125858-10057-A-0-1.xs
鱼塘塘主张年年 新水hu·在下正是西公子！,http://txtest-xp2p.p2p.huya.com/src/1394565188-1394565188-5989611874600091648-2789253832-10057-A-0-1.xs
领带哥 许三多军营成长史,http://txtest-xp2p.p2p.huya.com/src/1394575555-1394575555-5989656400526049280-2789274566-10057-A-0-1.xs
SG-甜橙Q 秋名山89上山 奔驰上树,http://txtest-xp2p.p2p.huya.com/src/1199586792263-1199586792263-5544444918165929984-2399173707982-10057-A-0-1.xs
维达人 RM 刘在石李光洙跑男,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2777071322-10057-A-0-1.xs
裸奔的蜗牛╮ 康熙·民间私访,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2789274536-10057-A-0-1.xs
傻妞 【邻li一家亲】满院白眼狼,http://txtest-xp2p.p2p.huya.com/src/1394575549-1394575549-5989656374756245504-2789274554-10057-A-0-1-imgplus.xs
科幻梦工场 科幻电影《沙丘魔蚁》,http://txtest-xp2p.p2p.huya.com/src/94525224-2682536056-11521404630860824576-3512313440-10057-A-0-1-imgplus.xs
我爱黑科技 我是谢飞机 别扒拉我,http://txtest-xp2p.p2p.huya.com/src/1524439828-1524439828-6547419205979865088-3049003112-10057-A-0-1.xs
摄氏零度 易中天品三国	,http://txtest-xp2p.p2p.huya.com/src/1524434067-1524434067-6547394462673272832-3048991590-10057-A-0-1.xs
莫小辰 一代经典星爷，难以超越,http://txtest-xp2p.p2p.huya.com/src/1449698986-1449698986-6226409733914361856-2847687634-10057-A-0-1.xs
yao不能停 在外三藏獒，在家三二哈,http://txtest-xp2p.p2p.huya.com/src/1524418106-1524418106-6547325910700261376-3048959668-10057-A-0-1.xs
柯冉冉 龙men·老奸巨猾年掌柜,http://txtest-xp2p.p2p.huya.com/src/1449698121-1449698121-6226406018767650816-2847687516-10057-A-0-1.xs
萌新司机 大秦，终章！,http://txtest-xp2p.p2p.huya.com/src/1449698864-1449698864-6226409209928351744-2847687540-10057-A-0-1.xs
实力拔萝卜 搞笑恐怖类 弹幕护体,http://txtest-xp2p.p2p.huya.com/src/1524418070-1524418070-6547325756081438720-3048959596-10057-A-0-1.xs
Wang-我的女人 康熙大帝的传奇一生,http://txtest-xp2p.p2p.huya.com/src/1448737923-1448737923-6222281999759966208-2847699110-10057-A-0-1.xs
我们都爱笑 网球王子·动画费德勒看了想打人	,http://txtest-xp2p.p2p.huya.com/src/1423782044-1423782044-6115097315612033024-2847687544-10057-A-0-1.xs
四次元先生 相识、相知、相爱、相守的父母爱情,http://txtest-xp2p.p2p.huya.com/src/1524439831-1524439831-6547419218864766976-3049003118-10057-A-0-1-imgplus.xs
心疼得抱住胖胖的自己 神tan狄仁杰·破案还得是他,http://txtest-xp2p.p2p.huya.com/src/1394575548-1394575548-5989656370461278208-2789274552-10057-A-0-1-imgplus.xs
电影最TOP 电影最TOP 151: 被歌唱事业耽误的帝——张学友,http://txtest-xp2p.p2p.huya.com/src/94525224-2672048638-11476361513531342848-3153216706-10057-A-0-1.xs
老王夸我帅 神貂侠侣·小笼包版姑姑上线,http://txtest-xp2p.p2p.huya.com/src/1423787869-1423787869-6115122333796532224-2847699194-10057-A-0-1-imgplus.xs
力哥視 恐怖电影找力哥,http://txtest-xp2p.p2p.huya.com/src/1199557791348-1199557791348-5419886936686854144-2399115706152-10057-A-0-1.xs
老司机 成龍历险记·动画社会我阿福乌鸦坐飞机	,http://txtest-xp2p.p2p.huya.com/src/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.xs
會唱歌的小野貓 胡八一胖子沙漠古城找鬼洞,http://txtest-xp2p.p2p.huya.com/src/1423782025-1423782025-6115097234007654400-2847687506-10057-A-0-1.xs
止戈电影 豆瓣8.2，一部黑暗到骨子里的悬疑片，不是所有真相都能被接受,http://txtest-xp2p.p2p.huya.com/src/1199522933703-1199522933703-5270174491396276224-2399045990862-10057-A-0-1.xs
非凡武林 碧血剑8：袁承志闯荡江湖大战青竹帮，混元功显威，经典之战！,http://txtest-xp2p.p2p.huya.com/src/1279520922847-1279520922847-16817528283867381760-2559041969150-10057-A-0-1.xs
母胎solo二百年 韦小宝泡妞秘籍·山鸡哥,http://txtest-xp2p.p2p.huya.com/src/1524418114-1524418114-6547325945059999744-3048959684-10057-A-0-1.xs
大懒猫 精彩古装轮播,http://txtest-xp2p.p2p.huya.com/src/1524434091-1524434091-6547394565752487936-3048991638-10057-A-0-1.xs
昵称违规-QQFbPxwM1A 狄仁杰：元芳 你怎么看？	,http://txtest-xp2p.p2p.huya.com/src/1423787855-1423787855-6115122273666990080-2847699166-10057-A-0-1.xs
南西视频 动画路飞带领大家向顶上前进,http://txtest-xp2p.p2p.huya.com/src/1199512045291-1199512045291-5223409117950902272-2399024214038-10057-A-0-1.xs
杀马特死神 看小品·春晚经典非看不可,http://txtest-xp2p.p2p.huya.com/src/1423782031-1423782031-6115097259777458176-2847687518-10057-A-0-1.xs
凌莲 你怎么看待六子哥,http://txtest-xp2p.p2p.huya.com/src/1524439854-1524439854-6547419317649014784-3049003164-10057-A-0-1-imgplus.xs
铁血真汉子 国产悬疑精选·智商在线,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2789253862-10057-A-0-1.xs
No1常在心 搞笑的一家人,http://txtest-xp2p.p2p.huya.com/src/1394565211-1394565211-5989611973384339456-2789253878-10057-A-0-1.xs
种瓜得弟弟 夏雪夏雨夏冰雹,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2847687508-10057-A-0-1.xs
加班狗 yi馆笑传 oh天长地久,http://txtest-xp2p.p2p.huya.com/src/1449698185-1449698185-6226406293645557760-2847687566-10057-A-0-1.xs
大侠 快来追！yang光的快乐生活,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-3049003162-10057-A-0-1.xs
二次元控 丐帮帮主乔峰驾到·樊少皇老戏骨,http://txtest-xp2p.p2p.huya.com/src/1423782083-1423782083-6115097483115757568-2847687622-10057-A-0-1.xs
童可可 你还记得大明湖畔的夏雨荷吗？,http://txtest-xp2p.p2p.huya.com/src/1423787874-1423787874-6115122355271368704-2847699204-10057-A-0-1.xs
成长学院 中国通史-上下五千年,http://txtest-xp2p.p2p.huya.com/src/1099531752680-1099531752680-86435804515139584-2199063628816-10057-A-0-1.xs
北岛南城 产科共同见证生与si,http://txtest-xp2p.p2p.huya.com/src/1524418076-1524418076-6547325781851242496-3048959608-10057-A-0-1.xs
缔爵丶小阿杜 《龙珠超动画》一口气看完龙珠超4,http://txtest-xp2p.p2p.huya.com/src/2293333915-2293333915-9849794163732643840-4586791286-10057-A-0-1.xs
Fight、Girl 【科幻系列】硬核浪漫,http://txtest-xp2p.p2p.huya.com/src/1423782061-1423782061-6115097388626477056-2847687578-10057-A-0-1.xs
西红柿 【欢le颂】22楼姐妹花,http://txtest-xp2p.p2p.huya.com/src/1524418105-1524418105-6547325906405294080-3048959666-10057-A-0-1.xs
呆萌小岳岳 一代枭雄为报父仇励精图治,http://txtest-xp2p.p2p.huya.com/src/1394565206-1394565206-5989611951909502976-2789253868-10057-A-0-1.xs
小妖孽 在哪儿跌倒的还得在哪儿爬起来,http://txtest-xp2p.p2p.huya.com/src/1449584504-1449584504-6225918037468381184-3049003172-10057-A-0-1.xs
茱麗葉 葛二蛋成长之路,http://txtest-xp2p.p2p.huya.com/src/1524439832-1524439832-6547419223159734272-3049003120-10057-A-0-1.xs
HelloKitty 【猫和老鼠动画】汤姆和杰瑞的故事,http://txtest-xp2p.p2p.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.xs
阿良说美剧 绝命毒师5-16，老白铲除了所有威胁，最终带着遗憾自首,http://txtest-xp2p.p2p.huya.com/src/1199526558405-1199526558405-5285742467944022016-2399053240266-10057-A-0-1.xs
DD-解说 新七龙珠动画，武林大会,http://txtest-xp2p.p2p.huya.com/src/1199588542242-1199588542242-5551961020739616768-2399177207940-10057-A-0-1.xs
全优少年 【经典】桃园结义三兄弟	,http://txtest-xp2p.p2p.huya.com/src/1524439845-1524439845-6547419278994309120-3049003146-10057-A-0-1.xs
荒野达人 芈月和她的三个爱人,http://txtest-xp2p.p2p.huya.com/src/1423787884-1423787884-6115122398221041664-2847699224-10057-A-0-1.xs
大鱼爱路飞 动画7四战快看系列【21-24】,http://txtest-xp2p.p2p.huya.com/src/1199590495159-1199590495159-5560348735386419200-2399181113774-10057-A-0-1.xs
扫地僧 中国百年老字号百草厅,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2789253858-10057-A-0-1.xs
亿凡-邯郸电影院 【僵尸】【恐怖】女鬼喜剧电影,http://txtest-xp2p.p2p.huya.com/src/1199581074551-1199581074551-5519887532117983232-2399162272558-10057-A-0-1.xs
糊了的胡萝卜动画 【速看-足球小将16期】南葛遭遇强敌-小翼尝试曲线射门,http://txtest-xp2p.p2p.huya.com/src/2391983955-2391983955-10273492859281735680-4784091366-10057-A-0-1.xs
喝一碗杏仁茶 动画奥特曼中那些你不知道的秘密！,http://txtest-xp2p.p2p.huya.com/src/1099531752759-1099531752759-86436143817555968-2199063628974-10057-A-0-1.xs
良少聊漫威 《蜘蛛侠英雄远征》，神秘客的阴险狡诈，让蜘蛛侠陷入众矢之地,http://txtest-xp2p.p2p.huya.com/src/1199582668017-1199582668017-5526731416475271168-2399165459490-10057-A-0-1.xs
蓶1淳爷 【黑帮大片】山鸡哥重现江湖	,http://txtest-xp2p.p2p.huya.com/src/1388472589-1388472589-5963444361147449344-2777068634-10057-A-0-1-imgplus.xs
楚门聊电影 一道闪电劈中火箭，导致火箭意外发射《美剧》天蝎,http://txtest-xp2p.p2p.huya.com/src/2322561713-2322561713-9975326600276738048-4645246882-10057-A-0-1.xs
学妹爱学长 【警匪】不会当卧底的警察不是好卧底,http://txtest-xp2p.p2p.huya.com/src/1423782050-1423782050-6115097341381836800-2847687556-10057-A-0-1-imgplus.xs
Adam短发 海贼王我抢了尾田的笔：动画从奥哈拉屠魔令到空白的一百年,http://txtest-xp2p.p2p.huya.com/src/1199532313878-1199532313878-5310462036252033024-2399064751212-10057-A-0-1.xs
樹袋熊小九九 【五福星】每天都要快乐哦,http://txtest-xp2p.p2p.huya.com/src/1356780980-1356780980-5827329936934830080-2713685416-10057-A-0-1.xs
小牡蛎 这些都是高智商的罪犯,http://txtest-xp2p.p2p.huya.com/src/1423787865-1423787865-6115122316616663040-2847699186-10057-A-0-1-imgplus.xs
DD-VVqin 大笑江湖：别太放肆没什么用,http://txtest-xp2p.p2p.huya.com/src/1199584094118-1199584094118-5532856473631064064-2399168311692-10057-A-0-1.xs

🐠斗鱼,#genre#
【刘德华】庆祝华仔出道40周年,http://zzy789.xyz/douyu1.php?id=2516864
【林正英】僵尸+女鬼+弹幕+护体,http://zzy789.xyz/douyu1.php?id=218859
【成龙】一个能打的都没有+duang~,http://zzy789.xyz/douyu1.php?id=10395969
【牛叔】N分钟带你看完大片,http://zzy789.xyz/douyu1.php?id=2758565
【小鸽陪看】华语热门影剧,http://zzy789.xyz/douyu1.php?id=3928
【贝爷影厅】欧美+日韩+国产+2号厅,http://zzy789.xyz/douyu1.php?id=36337
〖小瑟瑟西天取经房1〗86版+续集,http://zzy789.xyz/douyu1.php?id=5472438
口音贼重的解说动画,http://zzy789.xyz/douyu1.php?id=9734098
【女神金】今天双倍亲密度！来升牌子啦！,http://zzy789.xyz/douyu1.php?id=747764
【动画】最全斗牌、麻将剧集解说,http://zzy789.xyz/douyu1.php?id=9559158
【s1134】经典+科幻+动作+灾难,http://zzy789.xyz/douyu1.php?id=248753
❤双倍亲密度开钻粉吧❤,http://zzy789.xyz/douyu1.php?id=7925840
❤️冰冰❤️恐怖/经典/搞笑陪你一起,http://zzy789.xyz/douyu1.php?id=74374
❤️悍匪技术学院❤️。。。。,http://zzy789.xyz/douyu1.php?id=922564
【果条】偶尔陪看,http://zzy789.xyz/douyu1.php?id=6785471
「橙記」「最人气港剧直播间」,http://zzy789.xyz/douyu1.php?id=4549169
【动画】片荒的时候看片片,http://zzy789.xyz/douyu1.php?id=4258555
天津吃腰子跳伦巴的王,http://zzy789.xyz/douyu1.php?id=6899895
最新奇幻电影解说-宇宙无敌韩三金,http://zzy789.xyz/douyu1.php?id=3194372
【粤语电影】吴孟达+达叔+周星驰+经典,http://zzy789.xyz/douyu1.php?id=1226741
清汤寡之情景喜剧,http://zzy789.xyz/douyu1.php?id=3980787
傲娇的超级赛亚人的直播间,http://zzy789.xyz/douyu1.php?id=4373285
【万合天宜】王大锤情怀上线,http://zzy789.xyz/douyu1.php?id=9220456
【超清2】热门港剧天地,http://zzy789.xyz/douyu1.php?id=5522351
动画“柯”学，西瓜讲柯南的案件~,http://zzy789.xyz/douyu1.php?id=9065082
【贝贝】军旅+历史+喜剧+动作,http://zzy789.xyz/douyu1.php?id=431460
经典武侠解说,http://zzy789.xyz/douyu1.php?id=9649681
❤️怡寳❤️++国民女友陪看,http://zzy789.xyz/douyu1.php?id=434971
【周末】速进！新片放映中！,http://zzy789.xyz/douyu1.php?id=3637765
【恐怖影厅】胆小勿入,http://zzy789.xyz/douyu1.php?id=3637726
【虫哥】魔吐槽童年回忆,http://zzy789.xyz/douyu1.php?id=8915074
【1900影剧室】经典战争电影,http://zzy789.xyz/douyu1.php?id=7796193
【科幻片】最专业的科幻片解说,http://zzy789.xyz/douyu1.php?id=9338839
【科幻Fans】精彩科幻影，解说连连看,http://zzy789.xyz/douyu1.php?id=3508304
【动画】+解说+爷青回！,http://zzy789.xyz/douyu1.php?id=9446706
开心锤锤动画！,http://zzy789.xyz/douyu1.php?id=9018297
斗鱼友最爱看的电影都在这了,http://zzy789.xyz/douyu1.php?id=10240553
[兔兔陪看]今天双倍亲密度哦,http://zzy789.xyz/douyu1.php?id=1504768
迷小雅最新爽剧解说,http://zzy789.xyz/douyu1.php?id=9639225
✨神乐✨华语+经典+电影+沈腾+周星驰,http://zzy789.xyz/douyu1.php?id=85894
已更新！星君带你看大片,http://zzy789.xyz/douyu1.php?id=8014467
适合晚上听~~,http://zzy789.xyz/douyu1.php?id=10650322
【青铜椁】大道龙行自有真_飘忽隐现是龙身,http://zzy789.xyz/douyu1.php?id=9292503
已更新！聊聊武侠与江湖,http://zzy789.xyz/douyu1.php?id=8986636
【庆帝】云淡风轻正闲处，鲜衣怒马少年时,http://zzy789.xyz/douyu1.php?id=7489563
✨丸子✨经典国产大片，24小时看不停,http://zzy789.xyz/douyu1.php?id=8986148
【龙门】天山勾地火，宝塔镇蛇妖,http://zzy789.xyz/douyu1.php?id=9650860
【豆瓣高分】动画,http://zzy789.xyz/douyu1.php?id=8770422
【喜剧】经典喜剧专场,http://zzy789.xyz/douyu1.php?id=9650887
2021年度影评-美人如玉剑如虹,http://zzy789.xyz/douyu1.php?id=10395989
战斗吧！动画,http://zzy789.xyz/douyu1.php?id=9641152
【贝爷MAX厅】科幻+动作+经典+喜剧,http://zzy789.xyz/douyu1.php?id=4332
漫威、科幻作品逐帧解析,http://zzy789.xyz/douyu1.php?id=10494168
2021年度影评-惜取眼前人,http://zzy789.xyz/douyu1.php?id=10395991
【雍正、杨贵妃】剧集精讲,http://zzy789.xyz/douyu1.php?id=9660127
【贝爷影厅】经典+科幻+动作+灾难+巨兽,http://zzy789.xyz/douyu1.php?id=252802
【动画电影】童年回忆,http://zzy789.xyz/douyu1.php?id=10395973
周扒片动画深度解说,http://zzy789.xyz/douyu1.php?id=6434857
【贤于葛格】最会讲电影的贤于来啦,http://zzy789.xyz/douyu1.php?id=9461990
舔狗波比动画,http://zzy789.xyz/douyu1.php?id=7620081
你玩过的恐怖游戏成电影啦！,http://zzy789.xyz/douyu1.php?id=10401446
❤️可乐❤️电影+欧美+科幻+经典,http://zzy789.xyz/douyu1.php?id=20415
游戏剧情系列/恐怖/主机/通关,http://zzy789.xyz/douyu1.php?id=10401475
你好你好你好+7494871,http://zzy789.xyz/douyu1.php?id=7494871
【雍正康熙】帝王故事连连看,http://zzy789.xyz/douyu1.php?id=4808115
【枪战】枪神在此，无敌,http://zzy789.xyz/douyu1.php?id=10240510
【悬疑】午夜惊悚乐园，点上关注带你探险！,http://zzy789.xyz/douyu1.php?id=9075333
下次直播再见，搞笑解说就看文西与阿漆,http://zzy789.xyz/douyu1.php?id=8737695
飞社长日本二次元探秘,http://zzy789.xyz/douyu1.php?id=524757
【小宇60帧】宝！4倍亲密度了！,http://zzy789.xyz/douyu1.php?id=323876
荒野求生纪录片小天地,http://zzy789.xyz/douyu1.php?id=9661369
生物全部变异动画，少年化身成恶魔,http://zzy789.xyz/douyu1.php?id=9391292
小时候的经典又来了,http://zzy789.xyz/douyu1.php?id=710673
漫威迷集合,http://zzy789.xyz/douyu1.php?id=1713615
楠者电影，最会讲电影的人,http://zzy789.xyz/douyu1.php?id=9485398
【宇哥】极限惊悚，无限反转,http://zzy789.xyz/douyu1.php?id=8651489
【小片片】国产经典剧集专属直播间,http://zzy789.xyz/douyu1.php?id=10011547
宇宙的尽头是什么？,http://zzy789.xyz/douyu1.php?id=9456028
中二日记搞笑动画,http://zzy789.xyz/douyu1.php?id=9505575
长片短解，精彩的电影都有,http://zzy789.xyz/douyu1.php?id=9410946
刘哔讲电影，东北话解说嘎嘎强,http://zzy789.xyz/douyu1.php?id=2632223
来呀官人，都是你的梦,http://zzy789.xyz/douyu1.php?id=9986305

🍊哔哩,#genre#
mini辣椒酱+【神断狄仁杰】火热轮播中,http://106.53.212.251/daili/bili.php?id=22621344
不爱吃豆豆的豆豆+【蜡笔小新】动画,http://106.53.212.251/daili/bili.php?id=22804740
砒霜vs哈啤1900+【DYS】郭德纲于谦+...,http://106.53.212.251/daili/bili.php?id=308438
耀祖哥+4K+孙悟空+游记+全网最清晰版本！,http://106.53.212.251/daili/bili.php?id=23150921
老公BV+【周星驰】喜剧+动作+僵尸+24H,http://106.53.212.251/daili/bili.php?id=47917
橙子影1,http://106.53.212.251/daili/bili.php?id=23318788
橙子影2,http://106.53.212.251/daili/bili.php?id=21571201
橙子影3,http://106.53.212.251/daili/bili.php?id=23318768
橙子影4,http://106.53.212.251/daili/bili.php?id=23320714
橙子影4,http://253iptv.ml/zhibo/bili.php?id=23320714
橙子影3,http://253iptv.ml/zhibo/bili.php?id=23318768
橙子影2,http://253iptv.ml/zhibo/bili.php?id=21571201
橙子影1,http://253iptv.ml/zhibo/bili.php?id=23318788
我丶好期待+纯音乐馆,http://106.53.212.251/daili/bili.php?id=157901
动画+樱桃小丸子国语台配,http://106.53.212.251/daili/bili.php?id=11765640
702放映厅+迷茫看★士兵突击蓝光原版轮播7...,http://106.53.212.251/daili/bili.php?id=11344693
石头博士阿呆+蜡笔小新24h动画,http://106.53.212.251/daili/bili.php?id=11579951
F是益生菌+【一切随缘】动画，素质弹幕,http://106.53.212.251/daili/bili.php?id=27844
奥义大叔+【极致画质】经典粤语,http://106.53.212.251/daili/bili.php?id=21515763
有只社畜+【国语周】周星驰+林正英+喜剧+童...,http://106.53.212.251/daili/bili.php?id=2982619
看纳豆的魔鬼天使+永葆童真！国语DVD原版正...,http://106.53.212.251/daili/bili.php?id=23656786
tiger霸气哥+【霸气画质】终极三国,http://106.53.212.251/daili/bili.php?id=24445564
动画+中华小当家/中华一番+FH...,http://106.53.212.251/daili/bili.php?id=655291
熊猫5823589+周星驰成龙林正英王晶刘德...,http://106.53.212.251/daili/bili.php?id=21448296
康熙放映厅+康熙微服私访记1_3_刘罗锅,http://106.53.212.251/daili/bili.php?id=13374466
盐鸭爱跳舞+【动画】蜡笔小新剧场版哦~,http://106.53.212.251/daili/bili.php?id=22693306
班长lCc+【哆啦A梦】旧版全集,http://106.53.212.251/daili/bili.php?id=1717236
蕃薯粥煮好了+七十二家房客,http://106.53.212.251/daili/bili.php?id=23674204
初OvO心+雍正王朝九子夺嫡,http://106.53.212.251/daili/bili.php?id=21205932
大宋提刑官轮播+大宋提刑官直播有礼物的送点谢...,http://106.53.212.251/daili/bili.php?id=21546991
小肥菜菜+林正英+僵尸+女鬼+经典+高能+电...,http://106.53.212.251/daili/bili.php?id=5226265
杨西柚的鱼甘酱+【经典电影】武侠+动作+喜剧...,http://106.53.212.251/daili/bili.php?id=21008253
钮祜禄大卫+动画狂欢曲_芭比,http://106.53.212.251/daili/bili.php?id=662181
小小贤爱咸菜+高画质/命中注定我爱你+恶作剧...,http://106.53.212.251/daili/bili.php?id=15083950
龍燚君+名侦探柯南（动画）,http://106.53.212.251/daili/bili.php?id=181453
动画+野原新之助+蜡笔小新新番24小时...,http://106.53.212.251/daili/bili.php?id=21507503
小X讲电影+林正英+僵尸+经典+轮播,http://106.53.212.251/daili/bili.php?id=2624614
为了修改词条+桑P+09,http://106.53.212.251/daili/bili.php?id=656689
拜托请把我捡回家吧+你的专属粤语房间！！,http://106.53.212.251/daili/bili.php?id=2504003
爱吃板栗的板栗君+炊事班的故事,http://106.53.212.251/daili/bili.php?id=21974731
CHDream+铁齿铜牙纪晓岚+有片头片尾勿...,http://106.53.212.251/daili/bili.php?id=22665698
仙乐思小酒保+【少帅】东北王张作霖,http://106.53.212.251/daili/bili.php?id=21687882
一起来看包青天+【蓝光】+看看猴哥打妖怪！齐...,http://106.53.212.251/daili/bili.php?id=2803563
一副键盘+龙门镖局1.5弹幕版,http://106.53.212.251/daili/bili.php?id=3039437
阿固子+自看老剧（不看勿扰）,http://106.53.212.251/daili/bili.php?id=3639200
雨轩yuuxin+哆啦A梦新番+动画,http://106.53.212.251/daili/bili.php?id=482946
新番连载酱+蜡笔小新动画,http://106.53.212.251/daili/bili.php?id=23190944
云端树+一起看终极三国+,http://106.53.212.251/daili/bili.php?id=301629
秦武安君+【大秦帝国】超清+24小时轮播+大...,http://106.53.212.251/daili/bili.php?id=11259274
别让我失了体面+案发现场轮播,http://106.53.212.251/daili/bili.php?id=8566972
凹凸boy+欢乐一笑轮播~小品相声,http://106.53.212.251/daili/bili.php?id=50937
君凝+动画,http://106.53.212.251/daili/bili.php?id=14434
望天的狮子+新白娘子传奇。24小时经典轮播,http://106.53.212.251/daili/bili.php?id=5960549
不烦人先森+动画,http://106.53.212.251/daili/bili.php?id=279430
动画+樱桃小丸子,http://106.53.212.251/daili/bili.php?id=11392177
小僵尸っ+【24H捉鬼】,http://106.53.212.251/daili/bili.php?id=22033743
登台号令威严+红楼梦_不同步，模糊的，清晰度...,http://106.53.212.251/daili/bili.php?id=5568482
好物good+嘘！别闹！地球人就要来了……,http://106.53.212.251/daili/bili.php?id=8176121
电喵大战皮卡丘+戴上耳机，音乐,http://106.53.212.251/daili/bili.php?id=397138
卿尽我心+一起来追呀,http://106.53.212.251/daili/bili.php?id=23229305
两个娃的大大+经典电影，文明观影！喜欢的点个...,http://106.53.212.251/daili/bili.php?id=24551837
果冻萌布丁+【林正英】+经典+24H,http://106.53.212.251/daili/bili.php?id=82997
bili_大雨瓢泼+锵锵三人行+伴你入眠,http://106.53.212.251/daili/bili.php?id=23900339
雍正王朝放映员+【雍正王朝】未切边4:3原版...,http://106.53.212.251/daili/bili.php?id=23979200
hi_mi_tsu_+画画+游戏+看散人+听...,http://106.53.212.251/daili/bili.php?id=132688
犹见如初+怀旧经典,http://106.53.212.251/daili/bili.php?id=22145508
奔跑蜗牛ing+下饭神漫动画,http://106.53.212.251/daili/bili.php?id=11889224
