💡YT Live1018,#genre#
WWE精彩视频秀+李霞独家专访！首位WWE中国之星...[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531728847-1099531728847-86333442559574016-2199063581150-10057-A-0-1.flv?wsSecret=ea70713c86bc147d6efb1afd0ae3e20e&wsTime=6283adab&u=0&seqid=16527104435428000&ctype=tars_mp&txyp=o%3Anc2%3B&fs=bgct&t=102
DMS冠军杯+[重播]2021DMS冠军杯奥赛,http://111.62.156.15/tx.flv.huya.com/src/1199544985728-1199544985728-5364887217581850624-2399090094912-10057-A-0-1.flv?wsSecret=3d2fe8e844b75d4aeecf2516acbdf232&wsTime=6283adad&u=0&seqid=16527104452161190&ctype=tars_mp&txyp=o%3Afz6%3B&fs=bgct&t=102
大魔王+[中阶]腹臀冲击+35X6组,http://111.62.156.15/tx.flv.huya.com/src/1099531627849-1099531627849-85899659452612608-2199063379154-10057-A-0-1.flv?wsSecret=47a64aef6e4c2566cf8d95c700986d96&wsTime=6283adad&u=0&seqid=16527104457280920&ctype=tars_mp&txyp=o%3Ad2%3B&fs=bgct&t=102
特立独行+[中阶]全身循环+35X6组,http://111.62.156.15/tx.flv.huya.com/src/1099531627852-1099531627852-85899672337514496-2199063379160-10057-A-0-1.flv?wsSecret=b6fe54ed1ba2f8f410002a1e838ef2a7&wsTime=6283adaf&u=0&seqid=16527104477609020&ctype=tars_mp&txyp=o%3Ad3%3B&fs=bgct&t=102
纯散人+[初阶]零基础力量强化+·+30X4组,http://111.62.156.15/tx.flv.huya.com/src/1099531627836-1099531627836-85899603618037760-2199063379128-10057-A-0-1.flv?wsSecret=9f957bdfbddff710c3dbc2e8caaa2741&wsTime=6283adb3&u=0&seqid=16527104511150910&ctype=tars_mp&fs=bgct&t=102
健美频道+[直播]哲学♂现场——健美健身黄金联赛,http://111.62.156.15/tx.flv.huya.com/src/1099531728817-1099531728817-86333313710555136-2199063581090-10057-A-0-1.flv?wsSecret=4e1479b5442bee2428df0dbbef8cd44f&wsTime=6283adb3&u=0&seqid=16527104516079920&ctype=tars_mp&txyp=o%3Ad2%3B&fs=bgct&t=102
南城以北+[初阶]5分钟零基础热身训练+30X4组,http://111.62.156.15/tx.flv.huya.com/src/1099531627833-1099531627833-85899590733135872-2199063379122-10057-A-0-1.flv?wsSecret=05b0b80fdf88d0418fed45ea25fc2a5c&wsTime=6283adb4&u=0&seqid=16527104521370630&ctype=tars_mp&fs=bgct&t=102
洪豆豆+[中阶]腿部力量强化+35X6组,http://111.62.156.15/tx.flv.huya.com/src/1099531627854-1099531627854-85899680927449088-2199063379164-10057-A-0-1.flv?wsSecret=50f1954de6c7d6a262e3c11d682268bd&wsTime=6283adb5&u=0&seqid=16527104539862520&ctype=tars_mp&fs=bgct&t=102
王多余+[中阶]上肢力量强化+35X6组,http://111.62.156.15/tx.flv.huya.com/src/1099531627850-1099531627850-85899663747579904-2199063379156-10057-A-0-1.flv?wsSecret=f1840b1cd4c9ddcbd2d14d56ffbb3886&wsTime=6283adb6&u=0&seqid=16527104541738320&ctype=tars_mp&fs=bgct&t=102
Nice+徒手练腹没效果？7个哑铃练腹动作，练出紧...[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1279522003116-1279522003116-16822168003893264384-2559044129688-10057-A-0-1.flv?wsSecret=1af29a821209237d3d8304496bc346cf&wsTime=6283adb7&u=0&seqid=16527104550986860&ctype=tars_mp&txyp=o%3Anceic2%3B&fs=bgct&t=102
肌吾霸+[中阶]核心力量强化+35X6组,http://111.62.156.15/tx.flv.huya.com/src/1099531627851-1099531627851-85899668042547200-2199063379158-10057-A-0-1.flv?wsSecret=419222c81c854e7a37c87f55970f0303&wsTime=6283adb9&u=0&seqid=16527104574000900&ctype=tars_mp&fs=bgct&t=102
降龙健身+【新手必看】如何玩转超炫花式卧撑？你必...[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1199571822953-1199571822953-5480152221272244224-2399143769362-10057-A-0-1.flv?wsSecret=0ec3f93ab07cc6e85c505af56e5921de&wsTime=6283adb9&u=0&seqid=16527104579779510&ctype=tars_mp&txyp=o%3Atyeic12%3B&fs=bgct&t=102
AIT_Live+D1飘移大奖赛++富士国际赛车场...[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1199605222659-1199605222659-5623602866238259200-2399210568774-10057-A-0-1.flv?wsSecret=c477f51aef4413cd4a3f184ae8bd3cb4&wsTime=6283af14&u=0&seqid=16527108046100522&ctype=tars_mp&txyp=o%3Ad3%3B&fs=bgct&t=102
模拟赛车+第6站！电动方程式锦标赛ACCELERA...[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531740125-1099531740125-86381881200738304-2199063603706-10057-A-0-1.flv?wsSecret=a5b3e27082a7fdd3e503ab99f1c5ea68&wsTime=6283af28&u=0&seqid=16527108243502910&ctype=tars_mp&txyp=o%3Awx91%3B&fs=bgct&t=102
关注体育健身主播+奥迪R8LMS杯珠海站回顾[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531627826-1099531627826-85899560668364800-2199063379108-10057-A-0-1.flv?wsSecret=9e7123b624769d9e2d6da7467b10bf1e&wsTime=6283af29&u=0&seqid=16527108259847720&ctype=tars_mp&txyp=o%3Afz1%3B&fs=bgct&t=102
大眼妹兔兔+这样的啦啦队你爱了吗~[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531728616-1099531728616-86332450422128640-2199063580688-10057-A-0-1.flv?wsSecret=7e141961f053572f9d60c7a281064b6d&wsTime=6283b049&u=0&seqid=16527111139279840&ctype=tars_mp&fs=bgct&t=102
虎牙健身房+想要好身材，来虎牙健身房[1280x720],http://111.62.156.15/tx.flv.huya.com/src/53928-53928-231618996338688-2199063581102-10057-A-0-1.flv?wsSecret=43825d09f971902f0ac82a75e320fc5a&wsTime=6283b052&u=0&seqid=16527111223418160&ctype=tars_mp&txyp=o%3Acs7%3B&fs=bgct&t=102
野人运动日记+荒野独居第八季，谁能拿下最终奖金[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531728575-1099531728575-86332274328469504-2199063580606-10057-A-0-1.flv?wsSecret=359255553a26935b899d570cc3cb121d&wsTime=6283b052&u=0&seqid=16527111230029790&ctype=tars_mp&txyp=o%3Atyeic12%3B&fs=bgct&t=102
脑力大胆君+胆小别来，高能追逐+全程尖叫[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531739765-1099531739765-86380335012511744-2199063602986-10057-A-0-1.flv?wsSecret=b327f671a997e87558d61e626418fe6f&wsTime=6283b053&u=0&seqid=16527111235678930&ctype=tars_mp&fs=bgct&t=102
世界不一样呀+“大棒槌”驴蹄一步一崴真难受，一刀到...[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531728593-1099531728593-86332351637880832-2199063580642-10057-A-0-1.flv?wsSecret=d7c19051bee3f727dbb008d4ccced4c1&wsTime=6283b055&u=0&seqid=16527111256260190&ctype=tars_mp&txyp=o%3Atyeic11%3B&fs=bgct&t=102
帅soserious+为了测评耳机，我去了趟沙漠....[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1299518413687-1299518413687-10472377075179192320-2599036950830-10057-A-0-1.flv?wsSecret=720ddd62eb38f2437662ee0f3fafe668&wsTime=6283b056&u=0&seqid=16527111260761080&ctype=tars_mp&txyp=o%3Anceic2%3B&fs=bgct&t=102
中国职业棒球全垒打赛+中国职业棒球全垒打赛[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531739891-1099531739891-86380876178391040-2199063603238-10057-A-0-1.flv?wsSecret=ed44f97c35d637a689293b8b352ee8a9&wsTime=6283b056&u=0&seqid=16527111263048570&ctype=tars_mp&txyp=o%3Atyeic12%3B&fs=bgct&t=102
欧尼酱+[初阶]上肢力量感知+·+30X4组,http://111.62.156.15/tx.flv.huya.com/src/1099531627837-1099531627837-85899607913005056-2199063379130-10057-A-0-1.flv?wsSecret=359170432f5c0016163f972bf6893514&wsTime=6283b058&u=0&seqid=16527111285466060&ctype=tars_mp&txyp=o%3Ad2%3B&fs=bgct&t=102
是你的奶糖呀+挨饿德——一个永远吃不饱的男人[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531740251-1099531740251-86382422366617600-2199063603958-10057-A-0-1.flv?wsSecret=2a48c98d8c8ca729f34fe526d499640e&wsTime=6283b059&u=0&seqid=16527111292310710&ctype=tars_mp&fs=bgct&t=102
柠檬酱+新鲜刺激运动——障碍追逐赛[608x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531740128-1099531740128-86381894085640192-2199063603712-10057-A-0-1.flv?wsSecret=26354dba6524303d472a3f2cb0f6b2e2&wsTime=6283b05b&u=0&seqid=16527111318621760&ctype=tars_mp&fs=bgct&t=102
胖大星+[高阶]15分钟全身燃脂操,http://111.62.156.15/tx.flv.huya.com/src/1099531627844-1099531627844-85899637977776128-2199063379144-10057-A-0-1.flv?wsSecret=2bab50cdc915024546304bdcbe3aa66e&wsTime=6283b05f&u=0&seqid=16527111355882512&ctype=tars_mp&fs=bgct&t=102
陈海诺Leo+海诺的肌肉养成法则[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1199539874892-1199539874892-5342936344106631168-2399079873240-10057-A-0-1.flv?wsSecret=5623b84c081ebc3debd9031008fcbdcf&wsTime=6283b060&u=0&seqid=16527111367573290&ctype=tars_mp&txyp=o%3Acs6%3B&fs=bgct&t=102
荒野猎人+价值万金的深海巨物，你确定不来看看吗？[1280x720],http://111.62.156.15/tx.flv.huya.com/src/1099531728624-1099531728624-86332484781867008-2199063580704-10057-A-0-1.flv?wsSecret=104d0cefed4efedf92ff4de92d574e6c&wsTime=6283b154&u=0&seqid=16527113808361850&ctype=tars_mp&fs=bgct&t=102
野行者+原始生存21天，生存挑战变相亲节目？[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531739795-1099531739795-86380463861530624-2199063603046-10057-A-0-1.flv?wsSecret=c4e4f376abb80ed8faea4f0ae4211819&wsTime=6283b155&u=0&seqid=16527113815878710&ctype=tars_mp&txyp=o%3Atyeic12%3B&fs=bgct&t=102
拳满天下+双人荒野生存+一口气看完求生1+1全集[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531627818-1099531627818-85899526308626432-2199063379092-10057-A-0-1.flv?wsSecret=a784fd2ba393461f5b97e015f58fcadd&wsTime=6283b134&u=0&seqid=16527113489399372&ctype=tars_mp&fs=bgct&t=102
原始生活21天+挑战满是毒虫的山谷，学霸组合是真的...[1920x1080],http://111.62.156.15/tx.flv.huya.com/src/1099531627794-1099531627794-85899423229411328-2199063379044-10057-A-0-1.flv?wsSecret=da432b17bb82d4ab929792847d479878&wsTime=6283b139&u=0&seqid=16527113537697080&ctype=tars_mp&txyp=o%3Afz1%3B&fs=bgct&t=102
皮划艇直播+ICF皮划艇激流回旋及极限世界锦标赛+...[1280x720],http://111.62.156.15/tx.flv.huya.com/src/1099531728523-1099531728523-86332050990170112-2199063580502-10057-A-0-1.flv?wsSecret=80c7f3c0eefdc831071a2b03409a1fd9&wsTime=6283b205&u=0&seqid=16527115572479730&ctype=tars_mp&fs=bgct&t=102

💡自然世界,#genre#
人与自然[1280x720],http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
自然传奇[1280x720],http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8
探索发现[1280x720],http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/25137bd7c4494128bf0cba271974928f/1200.m3u8
地理中国[1280x720],http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c6baf6f74bb944aeacee1065ea72c798/1200.m3u8
生命脉动[480x360],http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/c481b5826ffc4e99a92e01704c862dbc/850.m3u8
飞碟之谜01[1280x720],https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
飞碟之谜02[1280x720],https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8
远方的家[1280x720],http://hls.cntv.kcdnvip.com/asp/hls/4000/0303000a/3/default/162d7e29c3da4aab82ad47b6e2d9e7b4/4000.m3u8
美丽中国说[1280x720],http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
美丽中国自然[1280x720],http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/51d937a0201f4c78a5878b4b37089f3b/4000.m3u8
航拍中国第一季[1280x720],http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8edf3fb6a69148ea9a7dc0b5a9d99fdb/4000.m3u8
航拍中国第二季[1920x1080],http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
航拍中国第三季[1280x720],http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/18a8a559464448dbaf60d33913e09aea/1200.m3u8
中国村庄[1280x720],http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/93fc12dbf14241c18c23da104fbade23/4000.m3u8
梵净山[1280x720],http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/b9571df1181c4422a83901e827519fe6/4000.m3u8
地球脉动第一季[640x360],http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7a3423af02284c3db48b854ab646993f/850.m3u8
乘着火车看中国[1280x720],http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/2b0f397ed9d948eb9fac38d73cde241b/4000.m3u8
wgw05_全国风景总览[1280x720],https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
hgsspzxdpb_安徽宣城桃花潭[1280x720],https://gcbsc.v.live.baishancdnx.cn/gc/hgsspzxdpb_1/index.m3u8
hsxksqj_安徽玫瑰谷小镇[1280x720],https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
dlst02_安徽金寨县花石乡大湾村[1920x1080],https://gcalic.v.myalicdn.com/gc/dlst02_1/index.m3u8
tms05_黟县宏村月沼[1920x1080],https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8
yxhcyz_黟县宏村月沼[1280x720],https://gccncc.v.wscdns.com/gc/yxhcyz_1/index.m3u8
yxxdbst_黟县西递半山亭[1280x720],https://gcalic.v.myalicdn.com/gc/yxxdbst_1/index.m3u8
yxlcyt_黟县卢村远眺[1280x720],https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
yxxdpf_黟县西递牌坊[1280x720],https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
yxhcnh_黟县宏村南湖[1920x1080],https://gcalic.v.myalicdn.com/gc/yxhcnh_1/index.m3u8
hswlf_黄山卧云峰[1920x1080],https://gcalic.v.myalicdn.com/gc/hswlf_1/index.m3u8
hsyg_黄山始信新道[1280x720],https://gcalic.v.myalicdn.com/gc/hsyg_1/index.m3u8
hsmbsh_黄山梦笔生花[1920x1080],https://gctxyc.liveplay.myqcloud.com/gc/hsmbsh_1_md.m3u8
hspyt_黄山排云亭[1280x720],https://gcbsc.v.live.baishancdnx.cn/gc/hspyt_1/index.m3u8
hsptgz_黄山平天矼[1920x1080],https://gcalic.v.myalicdn.com/gc/hsptgz_1/index.m3u8
hsptgy_黄山飞来石[1280x720],https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8
hsgmd_黄山光明顶[1280x720],https://gcalic.v.myalicdn.com/gc/hsgmd_1/index.m3u8
hsxhdxg_黄山西海大峡谷[1280x720],https://gcalic.v.myalicdn.com/gc/hsxhdxg_1/index.m3u8
hssxf_黄山始信峰[1920x1080],https://gcalic.v.myalicdn.com/gc/hssxf_1/index.m3u8
zsslsfwsgz_广东汕尾金厢银滩[1280x720],https://gccncc.v.wscdns.com/gc/zsslsfwsgz_1/index.m3u8
bsszjs_广东汕头市小公园[1280x720],https://gcalic.v.myalicdn.com/gc/bsszjs_1/index.m3u8
bgwn10_广东揭阳海滨[1280x720],https://gcalic.v.myalicdn.com/gc/bgwn10_1/index.m3u8
gllj01_广东梅州梅江[1920x1080],https://gcbsc.v.live.baishancdnx.cn/gc/gllj01_1/index.m3u8
hkts06_广州塔与海心桥视角1[1280x720],https://gcalic.v.myalicdn.com/gc/hkts06_1/index.m3u8
ztb_广州塔与海心桥视角2[1280x720],https://gcalic.v.myalicdn.com/gc/ztb_1/index.m3u8
hsxkscj_车八岭国家级自然保护区[1920x1080],https://gcbsc.v.live.baishancdnx.cn/gc/hsxkscj_1/index.m3u8
djyqyl2_车八岭自然保护区动物观测视角[1280x720],https://gccncc.v.wscdns.com/gc/djyqyl2_1/index.m3u8
hkts10_北京世园公园[1280x720],https://gcalic.v.myalicdn.com/gc/hkts10_1/index.m3u8
dlst03_古北水镇[1280x720],https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
hkts03_北京海洋馆[1280x720],https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
wgw01_水长城01[1280x720],https://gcbsc.v.live.baishancdnx.cn/gc/wgw01_1/index.m3u8
wgw03_水长城03[1280x720],https://gcbsc.v.live.baishancdnx.cn/gc/wgw03_1/index.m3u8
wgw02_水长城04[1920x1080],https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8
ljgcwglytylxs_天津滨海新区[1920x1080],https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8
ljgcszsnkgc_天津滨海新区[1280x720],https://gccncc.v.wscdns.com/gc/ljgcszsnkgc_1/index.m3u8
jhs05_河北张家口[1920x1080],https://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
lsdfgfl_山西太原长风商务区[1920x1080],https://gcbsc.v.live.baishancdnx.cn/gc/lsdfgfl_1/index.m3u8
glxs01_山西太原漪汾桥[1920x1080],https://gcalic.v.myalicdn.com/gc/glxs01_1/index.m3u8
pygc01_山西太原汾河畔[1280x720],https://gccncc.v.wscdns.com/gc/pygc01_1/index.m3u8
nss01_山西阳泉——中共第一城[1280x720],https://gcalic.v.myalicdn.com/gc/nss01_1/index.m3u8
drs01_辽宁盘锦红海滩[1920x1080],https://gcbsc.v.live.baishancdnx.cn/gc/drs01_1/index.m3u8
sjzc01_辽宁大连星海广场[1920x1080],https://gcalic.v.myalicdn.com/gc/sjzc01_1/index.m3u8
hkts04_大连老虎滩极地馆[1280x720],https://gcalic.v.myalicdn.com/gc/hkts04_1/index.m3u8
ahhs01_吉林白山市抚松县[1920x1080],https://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8
dlst01_白山市长白山大街[1280x720],https://gcalic.v.myalicdn.com/gc/dlst01_1/index.m3u8
hkts09_哈尔滨霁虹桥[1280x720],https://gctxyc.liveplay.myqcloud.com/gc/hkts09_1_md.m3u8
ljgcdsc_内蒙古额济纳胡杨林[1280x720],https://gcalic.v.myalicdn.com/gc/ljgcdsc_1/index.m3u8
tyhjntyz_内蒙古和林县云计算基地1[1920x1080],https://gcalic.v.myalicdn.com/gc/tyhjntyz_1/index.m3u8
blg05_内蒙古和林县云计算基地2[1920x1080],https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8
jhs02_江苏扬州三湾公园[1280x720],https://gcalic.v.myalicdn.com/gc/jhs02_1/index.m3u8
hkylxs04_江苏无锡南长街[1280x720],https://gccncc.v.wscdns.com/gc/hkylxs04_1/index.m3u8
hkylxs01_江苏南京鼓楼广场[1280x720],https://gcbsc.v.live.baishancdnx.cn/gc/hkylxs01_1/index.m3u8
nxsptdmgy_江苏盐城聚龙湖[1280x720],https://gcalic.v.myalicdn.com/gc/nxsptdmgy_1/index.m3u8
wysdhpcy_惠山二茅峰[1280x720],https://gcalic.v.myalicdn.com/gc/wysdhpcy_1/index.m3u8
jsh04_京杭运河[1280x720],https://gcbsc.v.live.baishancdnx.cn/gc/jsh04_1/index.m3u8
xwh01_南京玄武湖[1280x720],https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
zjjsrsm_浙江温州雁荡山[1280x720],https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
ytsxzg_浙江淳安界首渔港码头[1280x720],https://gcalic.v.myalicdn.com/gc/ytsxzg_1/index.m3u8
mdjxxmhjygjt_浙江横店映视城[1920x1080],https://gcalic.v.myalicdn.com/gc/mdjxxmhjygjt_1/index.m3u8
qdls04_浙江舟山沈家门渔港[1280x720],https://gcalic.v.myalicdn.com/gc/qdls04_1/index.m3u8
hnttpgsz_浙江杭州云栖小镇[1280x720],https://gcalic.v.myalicdn.com/gc/hnttpgsz_1/index.m3u8
caqdh_浙江杭州千岛湖[1280x720],https://gcalic.v.myalicdn.com/gc/caqdh_1/index.m3u8
djd01_浙江舟山东极岛[1280x720],https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8
zjwzlxt_浙江乌镇龙形田[1280x720],https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
zjwzblt_浙江乌镇全景[1920x1080],https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
zjwzbblh_浙江乌镇西市河[1280x720],https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
zjwzlyhb_浙江乌镇蓝印花布[1280x720],https://gcbsc.v.live.baishancdnx.cn/gc/zjwzlyhb_1/index.m3u8
hnttlhzjd_浙江舟山新城大桥[1920x1080],https://gcalic.v.myalicdn.com/gc/hnttlhzjd_1/index.m3u8
lsdftyd_上海陆家嘴[1280x720],https://gcalic.v.myalicdn.com/gc/lsdftyd_1/index.m3u8
sdi80_上海这一刻：魔都眼[1280x720],http://bililive.kksmg.com/hls/sdi80/playlist.m3u8
tjhh01_福建福州五一广场[1920x1080],https://gcbsc.v.live.baishancdnx.cn/gc/tjhh01_1/index.m3u8
hkylxs06_福建南平武夷山五夫镇[1920x1080],https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8
hhdxg01_福建福州三坊七巷[1280x720],https://gcalic.v.myalicdn.com/gc/hhdxg01_1/index.m3u8
syns01_福建漳州华安土楼[1280x720],https://gcalic.v.myalicdn.com/gc/syns01_1/index.m3u8
qdls01_福建龙岩漳平[1920x1080],https://gcalic.v.myalicdn.com/gc/qdls01_1/index.m3u8
hgsylztpb_厦门鼓浪屿两岛相望[1920x1080],https://gcalic.v.myalicdn.com/gc/hgsylztpb_1/index.m3u8
xymlh_厦门鼓浪屿遥望厦门岛[1920x1080],https://gcbsc.v.live.baishancdnx.cn/gc/xymlh_1/index.m3u8
gly01_厦门鼓浪屿[1280x720],https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
wysynf_福建武夷山玉女峰[1280x720],https://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8
bssztt_江西南昌八一广场[1920x1080],https://gcalic.v.myalicdn.com/gc/bssztt_1/index.m3u8
ljgcdyhxgjt_井冈山红旗广场[1920x1080],https://gcbsc.v.live.baishancdnx.cn/gc/ljgcdyhxgjt_1/index.m3u8
wygjt2_江西南昌滕王阁[1920x1080],https://gcalic.v.myalicdn.com/gc/wygjt2_1/index.m3u8
djyqyl1_江西省井冈山市茅坪乡神山村[1280x720],https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8
ylh03_江西上饶婺源江岭花海[1280x720],https://gctxyc.liveplay.myqcloud.com/gc/ylh03_1/index.m3u8
fcw01_济南大明湖[1280x720],https://gcalic.v.myalicdn.com/gc/fcw01_1/index.m3u8
hkhs01_山东青岛五四广场[1280x720],https://gcalic.v.myalicdn.com/gc/hkhs01_1/index.m3u8
aqdafzx_青岛五四广场[1280x720],http://video11.qtv.com.cn/aqdafzx/manifest.m3u8
taishan05_济南千佛山望泉城[1280x720],https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8
jsh06_山东华东野战军纪念馆[1280x720],https://gcalic.v.myalicdn.com/gc/jsh06_1/index.m3u8
xdfjq01_山东青岛琴岛之眼[1920x1080],https://gcbsc.v.live.baishancdnx.cn/gc/xdfjq01_1/index.m3u8
bgws7_青岛奥帆中心[1280x720],https://gcbsc.v.live.baishancdnx.cn/gc/bgws7_1/index.m3u8
taishan06_泰山玉皇顶[1920x1080],https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
taishan04_泰山拱北石[1280x720],https://gcalic.v.myalicdn.com/gc/taishan04_1/index.m3u8
taishan03_泰山大观峰[1280x720],https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8
taishan01_泰山主峰[1920x1080],https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8
taishan02_泰山望人松[1280x720],https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8
xysrf_河南郑州二七塔[1920x1080],https://gctxyc.liveplay.myqcloud.com/gc/xysrf_1_md.m3u8
xywfl_郑州东站[1280x720],https://gcbsc.v.live.baishancdnx.cn/gc/xywfl_1/index.m3u8
zdxq01_郑东新区千玺广场[1920x1080],https://gcalic.v.myalicdn.com/gc/zdxq01_1/index.m3u8
ytshsx_云台山[1280x720],https://gcalic.v.myalicdn.com/gc/ytshsx_1/index.m3u8
emspxps_湖北武汉两江四岸[1280x720],https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
hkts11_湖北襄阳临汉门[1920x1080],https://gcalic.v.myalicdn.com/gc/hkts11_1/index.m3u8
gccntv241-slf01_湖北武汉黄鹤楼[1280x720],https://gcalic.v.myalicdn.com/gc/gccntv241-slf01_1/index.m3u8
一片住着熊的森林1[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/2ac6789acc644b55a4df03445561c56b/1200.m3u8
一片住着熊的森林2[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/969d426187eb46e19fc6839a435fbf0f/1200.m3u8
一片住着熊的森林3[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/fd1e9f94afe948efafaa28a882661620/1200.m3u8
与野生动物为邻[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/d25931bed86a49d4afb8780771797c19/1200.m3u8
丛林之王美洲豹[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/bbb1037a32ad44cf8bab822eda34bc86/1200.m3u8
丛林勇士之战(上)[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/2550722b92464a749fa7aceb52e22895/1200.m3u8
丛林勇士之战(下)[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/c02959d3f2b14d3abf05ec017179c964/1200.m3u8
从幼狮到狮王(上)[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/0eb0c51f46ed4171a9923dd6a9703c45/1200.m3u8
从幼狮到狮王(下)[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/a7510a06ef494458a0f23a8a6b6918d3/1200.m3u8
传奇母狮[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/c550dc54139b4e619e7d4a1c1ab69e56/1200.m3u8
兄弟情深(上)[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/0700de47ebc74232bc9f5c5c178aa488/1200.m3u8
兄弟情深(下)[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/30a35b521af54f1a88d74f7215ece1d3/1200.m3u8
兄弟捕猎联盟[1280x720],https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/0b85d990df5c4f7fae663dc595a084bd/1200.m3u8
