
台湾198源,#genre#
[Korea],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV62.m3u8
[YTN Korea],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV14.m3u8
[Japan],https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV29.m3u8



人文,#genre#
斗魚電影12,http://tc-tct.douyucdn2.cn/dyliveflv1/747764rSNO2ic2gx_2000.flv?wsAuth=f94eb5729c218b3cb03dc8292c9e9961&token=cpn-androidmpro-0-747764-72757a48f7b39f8d00c8f1a7bde4a437685b39d534a6c442&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
愛爾達生活旅遊台,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live120&nid=237
中天美食旅遊台,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live123&nid=251
EYE TV旅遊,http://50.7.220.74:8278/eyetvtravel_twn/playlist.m3u8?tid=m3e96290c929116279255&ct=17874&tsum=7c060d25738e52e57372f408b9ccd0bc
亞洲旅遊台,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-longturn17&nid=250#http://61.219.170.95:18568/http/192.168.1.9:8081/hls/76/818/ch61.m3u8#http://61.219.170.95:18568/.m3u8#http://218.32.47.179:18513/http/192.168.1.9:8081/hls/76/818/ch61.m3u8#http://59.125.122.90:18568/http/192.168.1.9:8078/hls/24/80/ch04.m3u8#http://50.7.220.74:8278/asiatravel_twn/playlist.m3u8?tid=ma9ec30da9ef3&ct=18335&tsum=ff0bd9207f2c72a8c9bf38464433dc7d#http://61.219.170.95:18568/http/192.168.1.9:8081/hls/76/818/ch61.m3u8#http://61.219.170.95:18568/.m3u8#http://218.32.47.179:18513/http/192.168.1.9:8081/hls/76/818/ch61.m3u8#http://59.125.122.90:18568/http/192.168.1.9:8078/hls/24/80/ch04.m3u8#http://50.7.220.74:8278/asiatravel_twn/playlist.m3u8?tid=ma9ec30da9ef3&ct=18335&tsum=ff0bd9207f2c72a8c9bf38464433dc7d#http://50.7.220.74:8278/asiatravel_twn/playlist.m3u8?tid=MB9B9461769094617690&ct=18393&tsum=57c12e5ba95cca684613ec5e14714ff8
TV5MONDE STYLE,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live122&nid=178
滾動人文紀實,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live012&nid=249
動物星球,http://218.32.47.179:18512/http/192.168.1.9:8081/hls/70/812/ch37.m3u8
Discovery Asia,http://50.7.220.74:8278/discoverytwn_twn/playlist.m3u8?tid=MAAA4463833744638337&ct=18393&tsum=c4bd4c633430327425e073012785525e#http://123.253.32.125:9995/livestream/api/v1/long?channel_id=c20056#http://50.7.220.74:8278/discoverytwn_twn/playlist.m3u8?tid=MAAA4463833744638337&ct=18393&tsum=c4bd4c633430327425e073012785525e#http://123.253.32.125:9995/livestream/api/v1/long?channel_id=c20056
Discovery頻道,http://61.219.170.95:18500/.m3u8#http://50.7.220.74:8278/ba86fcd935/playlist.m3u8?tid=m1b458a366fcb&ct=18335&tsum=6ee1498a5e37d8bd1e3f62954629ed4f#http://50.7.220.74:8278/ba86fcd935/playlist.m3u8?tid=m1b458a366fcb&ct=18335&tsum=6ee1498a5e37d8bd1e3f62954629ed4f#http://50.7.220.74:8278/discoverych_twn/playlist.m3u8?tid=MA3A2844188928441889&ct=18393&tsum=5b966ba17918ab0d7dd4c462d1b0b811
探索發現,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/25137bd7c4494128bf0cba271974928f/1200.m3u8
CGTN電視頻道,https://livedoc.cgtn.com/1000d/prog_index.m3u8?$全網標清576P
SpaceX星際基地(直播),https://cn-fjqz-cmcc-v-08.bilivideo.com/live-bvc/274248/live_13945088_2879895.m3u8?cdn=cn-gotcha01&expires=1659688571&len=0&oi=2028310125&pt=h5&qn=10000&trid=1003ce5f70b93fa24881975a449bca9ab6f5&sigparams=cdn,expires,len,oi,pt,qn,trid&sign=a87a7e90765fd9694e2f5cea14c20b9b&ptype=0&src=256&sl=1&source=one&sche=ban&sid=19108&sk=50fa07ce397681496d72f3b35962a57a&order=4
食物電視端的男人,http://tc-tct.douyucdn2.cn/dyliveflv3/1339207r5zis5XcP.flv?wsAuth=1dc1e3fc3ee69dbf5243faea34e9d2a7&token=cpn-androidmpro-0-1339207-991b774495c72ba31942ac3d64085735c327b73306a9f610&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
野生動物世界,http://tc-tct.douyucdn2.cn/dyliveflv3a/4837387rlw2Uy8Vt.flv?wsAuth=082c76019bfe510e480dacec1fc3dcd0&token=cpn-androidmpro-0-4837387-8ad81bcd9db6237cf70c3bbc5e6ac0ec2df3b0ee3a83a4f0&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
罪案偵查,http://50.7.220.74:8278/ci_twn/playlist.m3u8?tid=m2d09f7473c8214224973&ct=17877&tsum=eb2ddbfed683e40621e2b023bf017892
人與自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
大太平洋,http://hls.cntv.kcdnvip.com/asp/hls/4000/0303000a/3/default/2d7f4eeaed2e4ad080bcf324eb21bc0d/4000.m3u8
生命脈動,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/c481b5826ffc4e99a92e01704c862dbc/850.m3u8
地球脈動第一季,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7a3423af02284c3db48b854ab646993f/850.m3u8
地理中國,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c6baf6f74bb944aeacee1065ea72c798/1200.m3u8
自然傳奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8
美麗中國說,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
飛碟之謎01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
飛碟之謎02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8
乘著火車看中國,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/2b0f397ed9d948eb9fac38d73cde241b/4000.m3u8
航拍中國第一季,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8edf3fb6a69148ea9a7dc0b5a9d99fdb/4000.m3u8
航拍中國第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8

體育,#genre#
航拍中國第三季,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/18a8a559464448dbaf60d33913e09aea/1200.m3u8
愛爾達體育一台,http://50.7.220.74:8278/eltasport_twn/playlist.m3u8?tid=md3567b35401611916221&ct=17874&tsum=be2a069324faa7f0737ca0d396d43745#http://50.7.220.74:8278/eltasport_twn/playlist.m3u8?tid=md3567b35401611916221&ct=17874&tsum=be2a069324faa7f0737ca0d396d43745
愛爾達體育2台,rtmp://59.124.75.138/sat/md021#rtmp://59.124.75.138/sat/md051#rtmp://59.124.75.138/sat/md051
愛爾達體育3台,rtmp://59.124.75.138/sat/md041
博斯無限,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=litv-longturn10&nid=51
ELEVEN體育1台,rtmp://59.124.75.138/sat/tv731#http://50.7.220.74:8278/golfchannel_twn/playlist.m3u8?tid=m43df9270caf7&ct=18335&tsum=3bcc02e810e7073b86bb40d392e95f23#http://50.7.220.74:8278/golfchannel_twn/playlist.m3u8?tid=m43df9270caf7&ct=18335&tsum=3bcc02e810e7073b86bb40d392e95f23
ELEVEN體育2台,rtmp://59.124.75.138/sat/tv741#http://61.221.81.93:8078/hls/26/80/esport2.m3u8#https://epg.pm/stream/480fbbc2ba61ff75864f5aca4b9918c7ddba6fb3306ad56eb2a6482f92fc3301.m3u8#http://61.221.81.93:8078/hls/26/80/esport2.m3u8#https://epg.pm/stream/480fbbc2ba61ff75864f5aca4b9918c7ddba6fb3306ad56eb2a6482f92fc3301.m3u8
ELEVEN 3,http://62.28.71.186:45678/http/192.168.150.137:7137/eleven3
智林體育,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv101&nid=58#http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv101&nid=58
1ENvivo體育,rtmp://59.124.75.138/sat/us231
1TUDN體育,rtmp://59.124.75.138/sat/us241
1HBOnDX,rtmp://59.124.75.138/sat/us261
1ENVY7,rtmp://59.124.75.138/sat/us271
1SHO8,rtmp://59.124.75.138/sat/us281
日-1GAORA日本體育,rtmp://59.124.75.138/sat/jp011
日-124ELVE體育,rtmp://59.124.75.138/sat/jp021
日-1BS體育,rtmp://59.124.75.138/sat/jp041
極限跑酷,http://tc-tct.douyucdn2.cn/dyliveflv3/9644386rngXqRJzQ.flv?wsAuth=30fc1e6e57767835f5b741f2f5cfae35&token=cpn-androidmpro-0-9644386-7746d482a2c5f0a015ce12158482e8f67b979866647535d7&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
MASFIGHT,http://txtest-xp2p.p2p.huya.com/1099531739833-1099531739833-86380627070287872-2199063603122-10057-A-0-1.xs
Eurosport 1,http://cdnua06.hls.tv/476/hls/061df9d47a31d5ffeeee40bbf3333deb/216/stream.m3u8#http://cdnua06.hls.tv/476/hls/061df9d47a31d5ffeeee40bbf3333deb/217/stream.m3u8#http://cdnua06.hls.tv/476/hls/061df9d47a31d5ffeeee40bbf3333deb/217/stream.m3u8
Eurosport 2,http://cdnua06.hls.tv/476/hls/061df9d47a31d5ffeeee40bbf3333deb/218/stream.m3u8#https://cdnua06.hls.tv/476/hls/061df9d47a31d5ffeeee40bbf3333deb/219/stream.m3u8#https://cdnua06.hls.tv/476/hls/061df9d47a31d5ffeeee40bbf3333deb/219/stream.m3u8
NewTV超級體育,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225648/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225648/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225767/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225767/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225767/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225767/index.m3u8
RAW摔角,http://txtest-xp2p.p2p.huya.com/1099531728841-1099531728841-86333416789770240-2199063581138-10057-A-0-1.xs
SD摔角,http://txtest-xp2p.p2p.huya.com/1099531728842-1099531728842-86333421084737536-2199063581140-10057-A-0-1.xs
SXBC體育休閒,http://111.20.33.70/PLTV/88888893/224/3221226363/index.m3u8
WWE摔角,http://50.7.220.74:8278/wwe_twn/playlist.m3u8?tid=MACA9233903292339032&ct=18393&tsum=e4cbbd3b73f34348c4a58d7dc6fbd7dc
五星體育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8#http://112.25.48.70/live/program/live/ssty/4000000/mnf.m3u8#http://125.74.5.39/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8#http://112.25.48.70/live/program/live/ssty/4000000/mnf.m3u8#http://125.74.5.39/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
皮划艇,http://txtest-xp2p.p2p.huya.com/1099531728523-1099531728523-86332050990170112-2199063580502-10057-A-0-1.xs
足球,http://txtest-xp2p.p2p.huya.com/1099531728511-1099531728511-86331999450562560-2199063580478-10057-A-0-1.xs
足球1,http://txtest-xp2p.p2p.huya.com/1099531739787-1099531739787-86380429501792256-2199063603030-10057-A-0-1.xs
足球2,http://txtest-xp2p.p2p.huya.com/1099531728837-1099531728837-86333399609901056-2199063581130-10057-A-0-1.xs
足球3,http://txtest-xp2p.p2p.huya.com/1099531728827-1099531728827-86333356660228096-2199063581110-10057-A-0-1.xs
足球5,http://txtest-xp2p.p2p.huya.com/1099531728828-1099531728828-86333360955195392-2199063581112-10057-A-0-1.xs
足球7,http://txtest-xp2p.p2p.huya.com/1199525662714-1199525662714-5281895504391700480-2399051448884-10057-A-0-1.xs
足球德國甲級聯賽1場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580964-10057-A-0-1.xs
足球德國甲級聯賽2場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580966-10057-A-0-1.xs
足球德國甲級聯賽3場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580968-10057-A-0-1.xs
足球德國甲級聯賽4場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580970-10057-A-0-1.xs
紅牛RedBull,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8#http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8?zshijd#http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8?zshijd#http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8?zshijd#http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8?zshijd
拳擊,http://txtest-xp2p.p2p.huya.com/0-0-0-2399123531982-10057-A-0-1.xs
高爾夫台,http://162.250.201.58:6211/pk/ONEGOLF/tracks-v1a1/mono.m3u8
斯諾克2,http://txtest-xp2p.p2p.huya.com/1099531739995-1099531739995-86381322854989824-2199063603446-10057-A-0-1.xs
街波王子,http://txtest-xp2p.p2p.huya.com/1099531739790-1099531739790-86380442386694144-2199063603036-10057-A-0-1.xs
新聞覺 HD,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8#http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8?zshangd#http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8?zshangd
廣東體育,http://183.63.15.42:9901/tsfile/live/0136_1.m3u8#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8#http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8
魅力足球,http://112.25.48.70/live/program/live/mlyyhd/4000000/mnf.m3u8#http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8#http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
遼寧體育,http://42.176.185.28:9901/tsfile/live/1007_1.m3u8
電視,http://txtest-xp2p.p2p.huya.com/1447756351-1447756351-6218066180121296896-2895636158-10057-A-0-1.xs
電視體育?場,http://txtest-xp2p.p2p.huya.com/1099531627962-1099531627962-85900144783917056-2199063379380-10057-A-0-1.xs
籃球,http://txtest-xp2p.p2p.huya.com/1099531627841-1099531627841-85899625092874240-2199063379138-10057-A-0-1.xs
籃球3,http://txtest-xp2p.p2p.huya.com/1859752418-1859752418-7987575813966921728-3719628292-10057-A-0-1.xs
籃球5,http://txtest-xp2p.p2p.huya.com/1099531739898-1099531739898-86380906243162112-2199063603252-10057-A-0-1.xs
籃球7,http://txtest-xp2p.p2p.huya.com/1099531739953-1099531739953-86381142466363392-2199063603362-10057-A-0-1.xs


幼幼&動漫,#genre#
籃球8,http://txtest-xp2p.p2p.huya.com/1099531739788-1099531739788-86380433796759552-2199063603032-10057-A-0-1.xs
Baby TV,http://218.32.47.179:18514/http/192.168.1.9:8078/hls/35/80/babytv.m3u8
CN卡通頻道,http://50.7.220.74:8278/momo1_twn/playlist.m3u8?tid=MDCD8337337283373372&ct=18393&tsum=3744c35f02ab2207fb7dbbcb450f02d6
東森幼幼,https://git.io/JgYON#https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ebcyoyo.m3u8#https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ebcyoyo.m3u8
MOMO親子,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live107&nid=231
靖天卡通,http://50.7.220.74:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c
經典卡通台,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live022&nid=202
精選動漫台,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live024&nid=204
GOOD卡通,https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8#https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8
卡酷少兒,http://39.135.138.60:18890/PLTV/88888910/224/3221225677/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225677/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225677/index.m3u8
杭州少兒,http://112.17.40.247/PLTV/88888888/224/3221229316/index.m3u8#http://hms403nc1880172791.live.aikan.miguvideo.com/wh7f454c46tw2117141557_-1207487654/PLTV/88888888/224/3221229316/index.m3u8#http://hms403nc1880172791.live.aikan.miguvideo.com/wh7f454c46tw2117141557_-1207487654/PLTV/88888888/224/3221229316/index.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787#http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
福州少兒,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
廣東少兒,http://9.zhxinda.xyz/gdtv.php?pk=1200
遼寧教育青少,http://42.176.185.28:9901/tsfile/live/1008_1.m3u8
金鷹卡通,http://124.232.231.246:6610/000000001001/201600020009/1000.m3u8?IASHttpSessionId=OTT2933020211208004916069966&zte_bandwidth=1000&bandwidth=1433600&ispcode=3&timeformat=local&channel=201600020004&ztecid=201600020004&m3u8_level=2&A=#http://124.232.231.246:6610/000000001001/201600020009/1400.m3u8?zte_auth=ae0fcdac&ztecid=201600020005&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=LPjne9%2Bz7%2B%2F905ByFWbN5McknogfJXrVwjUFLaeEL29vpHGrk2l%2FUHYgN1aASj376oO1xLnnHQM%2#http://223.151.51.27:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225721/index.m3u8#http://124.232.231.246:6610/000000001001/201600020009/1400.m3u8?zte_auth=ae0fcdac&ztecid=201600020005&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=LPjne9%2Bz7%2B%2F905ByFWbN5McknogfJXrVwjUFLaeEL29vpHGrk2l%2FUHYgN1aASj376oO1xLnnHQM%2#http://223.151.51.27:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225721/index.m3u8
黑莓動畫,http://111.40.196.35/PLTV/88888888/224/3221225628/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225672/index.m3u8
嘉佳卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221226193/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221226193/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8
哈哈炫動,http://112.25.48.13/live/program/live/hhxdhd/4000000/mnf.m3u8#http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8#http://183.207.255.188/live/program/live/xdkt/1300000/mnf.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225720/index.m3u8#http://140.207.241.3:8080/live/program/live/hhxdhd/4000000/mnf.m3u8#http://140.207.241.3:8080/live/program/live/xdkt/1300000/d1.m3u8#http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8#http://183.207.255.188/live/program/live/xdkt/1300000/mnf.m3u8#http://210.210.155.35/qwr9ew/s/s50/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225720/index.m3u8
動漫卡通,http://183.207.249.15/PLTV/4/224/3221225933/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225665/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225665/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225665/index.m3u8#http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel53/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225665/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225665/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225665/index.m3u8#http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel53/index.m3u8
24小時動漫直播間,http://zzy789.xyz/bili.php?id=279430
七龍珠日語中字,http://epg.112114.xyz/douyu/7190773
七龍珠改,http://txtest-xp2p.p2p.huya.com/src/1524418081-1524418081-6547325803326078976-3048959618-10057-A-0-1.xs#https://epg.112114.xyz/huya/11601966#https://epg.112114.xyz/huya/11601966
二次元放映室,http://epg.112114.xyz/douyu/8912038
二次猿動?,http://tc-tct.douyucdn2.cn/dyliveflv1a/206858rtesHKjl.flv?wsAuth=9eaefce6cc13570baaeff857204a4d5c&token=cpn-androidmpro-0-206858-355488b41ed19088c77925a51949944b3aeedf4a96fd30f8&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
小時候玩不起的超級玩具,https://epg.112114.xyz/huya/26355832
小豬佩奇,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
中二日本搞笑日常,http://epg.112114.xyz/douyu/9505575
中華小畫家,http://txtest-xp2p.p2p.huya.com/1449588921-1449588921-6225937008338927616-2789274526-10057-A-0-1.xs
反轉星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
犬夜叉,http://epg.112114.xyz/douyu/7422897
名偵探柯南,http://epg.112114.xyz/douyu/5377297#http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525#http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
名偵探柯南日語中字,http://epg.112114.xyz/douyu/7050342
名偵探柯南劇場版,http://epg.112114.xyz/douyu/1783144
成龍歷險記,http://tc-tct.douyucdn2.cn/dyliveflv3a/7134757rabxM8lAW.flv?wsAuth=1ef91fd5d5ec4214df7d56cb6b54d0dd&token=cpn-androidmpro-0-7134757-bbf1f7fa7a6797048ce542a6afb52b01e380bd7dd32cae6c&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4#http://txtest-xp2p.p2p.huya.com/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.xs#http://txtest-xp2p.p2p.huya.com/src/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.xs#https://epg.112114.xyz/huya/11352946#http://txtest-xp2p.p2p.huya.com/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.xs#http://txtest-xp2p.p2p.huya.com/src/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.xs#https://epg.112114.xyz/huya/11352946
兒童樂園,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key=0b292c335e5837e943410c2bfa7a7387e
玩具樂園,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key=051d9240247766709d65dde3fcd5cd7bb
哆啦A夢,http://zzy789.xyz/bili.php?id=482946
哆啦A夢2,http://txtest-xp2p.p2p.huya.com/1524418078-1524418078-6547325790441177088-3048959612-10057-A-0-1.xs
哆啦A夢舊版,https://epg.112114.xyz/huya/11601963
幽游白書日語中字,http://epg.112114.xyz/douyu/9938431
倒楣特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
倒楣熊,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
宮崎駿動電視播,http://epg.112114.xyz/douyu/4369939
庫洛魔法使日語中字,http://zzy789.xyz/bili.php?id=34340
海綿電視(台配),https://epg.pm/stream/06fdfe23d6900ae4767da17321360b9a3a1777937205a98b033cbe893a487209.xs
海綿電視,http://txtest-xp2p.p2p.huya.com/1423782096-1423782096-6115097538950332416-2847687648-10057-A-0-1.xs#https://epg.112114.xyz/huya/11352919#https://epg.112114.xyz/huya/11352919
海綿電視1-13季,http://zzy789.xyz/bili.php?id=14495324
海綿電視絕配,http://zzy789.xyz/bili.php?id=4355330
航海王,http://txtest-xp2p.p2p.huya.com/1199512045291-1199512045291-5223409117950902272-2399024214038-10057-A-0-1.xs#https://epg.112114.xyz/huya/16913382#https://epg.112114.xyz/huya/16913382
航海王日語中字,http://epg.112114.xyz/douyu/997925
電視你的王者峽谷生活~,http://epg.112114.xyz/douyu/9360149
假面騎士,http://epg.112114.xyz/douyu/1218414
動畫小天地,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_139_600_t10/c55_lb_139_600_t10.m3u8?key=0f2a06793124310bc475d77d809f3ab51
動畫小品,http://txtest-xp2p.p2p.huya.com/1449698104-1449698104-6226405945753206784-2847699140-10057-A-0-1.xs
動畫王國,http://39.135.138.59:18890/PLTV/88888910/224/3221225672/index.m3u8
動電視影,http://118.26.120.36:55336/tslive/c51_lb_118_600_t10/c51_lb_118_600_t10.m3u8?key=0b292c335e5837e94f25985f7c35b1efe
動漫秀場,http://140.207.241.2:8080/live/program/live/dmxchd/4000000/mnf.m3u8#http://140.207.241.3:8080/live/program/live/dmxchd/4000000/mnf.m3u8#http://140.207.241.3:8080/live/program/live/dmxchd/4000000/mnf.m3u8
喜仔的動?世界,http://epg.112114.xyz/huya/20036751
